,Full Title,Description,url,Main Image,Images,date,date_short,Latitude,Longitude,location,Sub-Category Name,Sub-Category Link
34,?? CV AUTO TRANSPORT - ?? CAR SHIPPING (Copart / IAAI / Manheim) ???,"Post   AUTO TRANSPORT / CAR SHIPPING NATIONWIDE!!  CV Auto Transport is one of the leading online brokerage services nationwide. We are REAL, can call and speak to a LIVE representative at anytime! Check us out on Google, Yelp, BBB, Facebook, Instagram!  Offering our services to Dealers, Auctions and the General Public! Copart IAAI Manheim  Providing a wide array of equipment, such as tow trucks, flat beds, 3-car haulers, 9-car haulers, Open and Enclosed carriers  Dispatching drivers nationwide! Transparency and communication is the key to success. The quote you receive is the price you will pay!!  ?? ?? CAN MEET OR BEAT ANY COMPETITORS WRITTEN PRICE!! ?? ??  - Pick up and deliver vehicles in ANY STATE - door to door service - Auction pickups; COPART, IAAI, Manheim, Adesa, Govdeals and more! ?? - Vetted and professional drivers  Transporting operable and inoperable (non running) vehicles.  When you book a load with us, you will get confirmation emails and carrier details for the specific driver coming to pick up your vehicle! MC and DOT numbers for the driver will be provided.  Please Contact Chris for a free QUOTE: ?? Call or Text Direct: 6 3 1 - 3 8 7 - 2 9 7 5  Toll Free: 8 3 3 - 9 4 3 - AUTO (2886)  *** Fully Licensed Bonded and Insured Transport***  For all quotes, please provide the following information: - Pick up and Drop off zip code - Year Make and Model - If the vehicle is operable  LET US PUT OUR EXPERIENCE TO WORK FOR YOU!  You can also fill out a quote request online: http://cvautotransport.com ????  We DO NOT sell leads. If you contact us, you will hear from us ONLY.  Looking to buy from an auction; Copart, IAAI (Insurance auto auctions), Manheim, Adesa? Don't have a dealer license? NO PROBLEM! We offer auto broker services as well to help customers bid or buy any vehicle at the dealer auction!  Contact us if you have any questions, we can provide any information you need to make you feel as secure as possible. If it is your first time shipping a vehicle, we will help hold your hand and make the process as easy as possible!  ?? GET SHIP DONE ??",https://boston.craigslist.org/gbs/aos/d/bellingham-cv-auto-transport-car/7894110511.html,,,2025-11-07 16:54,11/7,42.092023,-71.500082,"MENDON (NATIONWIDE, all throughout the U.S.)????",automotive,https://boston.craigslist.org/search/aos
35,Mobile master tech,"Post   Hi I’m Mike a mobile tech with 20 yrs experience I’m 39 years old a single farther I owned a shop in concord nh for five yrs it’s closed but you can still google it for pictures of me and the work I’ve done it’s called MAB autoworks llc (concord nh) I still work under the business name, but it is now a mobile repair service and I cover mass and nh I specialize in European motors work on all makes and models. I’m not limited on the repairs I can do because of being mobile I’ve been mobile for two years now and am well set up with specialty tools and anything I need to do any job on the go I have another tech that works under me for bigger jobs and am very reasonably priced and very convenient you can be in your house working or at your job working while I am fixing your automobile so no sitting in a cramped waiting room missing a day of wages or leaving your car at a shop waiting to know if there done or even started I can provide parts or I also allow you to provide the parts. I’m looking forward to doing business.and take pride in getting your vehicle running the way it should  hope to hear from you and thank you for reading",https://boston.craigslist.org/nos/aos/d/boston-mobile-master-tech/7894050065.html,,,2025-11-07 05:12,11/7,42.3605,-71.0399,Boston,automotive,https://boston.craigslist.org/search/aos
36,Car Detailing On The Spot!,"Post   Auto washing and detailing on the spot!  -Carpet Shampoo- Deluxe Dash E Console- Seat Cleaning-Wax-Ceramic -Super Shine Datail- Scratch E Swirl Repair- I came to your place. I have different car washing and details prices. I wash everything by hand and using microfiber cloths to don’t damage and protect the coat of the car and I have the best products of the market. I do big trucks, cars, suv’s, Jeeps  , limousines,mini vans, cargo vans and motorcycles.Diferentes clases de lavado, shampoo para sillones, manchas, alfombra,  brill? , encerado, aros llantas. Puede llamarme. Feel free to call or message me; (857) 207-7611 You can follow at my Facebook Page @1RobertDetail or Robert Detail. Lights  restoration… Call me anytime. Instagram Robert Aguirre",https://boston.craigslist.org/gbs/aos/d/burlington-car-detailing-on-the-spot/7893889082.html,https://images.craigslist.org/00l0l_jdxmMOlsPJJz_0lM0t2_600x450.jpg,https://images.craigslist.org/00l0l_jdxmMOlsPJJz_0lM0t2_600x450.jpg,2025-11-06 18:30,11/6,42.507381,-71.199989,boston/cambridge/brookline,automotive,https://boston.craigslist.org/search/aos
37,????BODY ON SPOT AUTOBODY SAVE 50%,Post   ????BODY DAMAGE REPAIRS  ????  SAVE 50% ON ALL BODY WORK????  WE ARE A FULLY MOBILE BODY SHOP  THAT MEANS WE COME TO YOU AND REPAIR YOUR VEHICLE ON SITE.  WHY WAIT FOR WEEKS AT TRADITIONAL SHOP FOR YOUR CAR TO BE FIXED.  DENTS-RUST-BROKEN OR DENTED BUMPERS-SIDE SWIPES WE DO IT ALL.  CAN'T GET A STICKER BECAUSE OF BODY DAMAGE CONTACT US ASAP ??????????????????????????????   CONTACT US FOR A FREE QUOTE . SEND US ANY PICTURES OF YOUR DAMAGE'S AND WE WILL GET BACK TO YOU WITH A FREE QUOTE . IT'S THAT EASY SO TRY US TODAY.  YOUR CAR CAN BE DONE IN HOUR'S INSTEAD OF DAYS AND THE BEST PART WE WILL SAVE YOU TONS OFF MONEY  AND TIME ???   REPLACEMENT PARTS IF NEEDED  AT DISCOUNTED PRICES ????   TESLA SPECIALIST ????  ARE SPECIAL IS FOR A LIMITED TIME? SO CONTACTED US NOW AND SAVE MILITARY DISCOUNTS???,https://boston.craigslist.org/gbs/aos/d/cambridge-body-on-spot-autobody-save-50/7893786412.html,https://images.craigslist.org/00U0U_1xM1Ann7ojA_0CI0Cn_600x450.jpg,https://images.craigslist.org/00U0U_1xM1Ann7ojA_0CI0Cn_600x450.jpg,2025-11-06 02:49,11/6,42.3647,-71.1045,Cambridge ma,automotive,https://boston.craigslist.org/search/aos
38,Repairs on the run,Post   Hello. If you are in need of repairs on your vehicle send me a brief description of what you need of repairs or I can diagnose your vehicle if you don’t know what it  is. Brakes-oil change-tuneup-front end work-alternator-water pump- etc. I also repair small engines snowblower-lawnmower-Weed whackers. etc. I Run to you ??,https://boston.craigslist.org/nos/aos/d/malden-repairs-on-the-run/7893717837.html,,,2025-11-05 22:05,11/5,42.433323,-71.027298,Malden,automotive,https://boston.craigslist.org/search/aos
39,PROFESSIONAL AUTO REPAIR,"Post   Automotive repair on all makes and models. Will pick up and deliver within a reasonable area. Former local shop owner with over 40 years experience. Labor rate is $75 per hour. Parts additional. References available. Sorry, no mobile repairs. Email or call Tim @ 339-793-1082 (cell) and leave message and number. All calls texts/returned. Thank you.",https://boston.craigslist.org/sob/aos/d/kingston-professional-auto-repair/7893694095.html,,,2025-11-05 20:46,11/5,41.987849,-70.700309,"Kingston, MA",automotive,https://boston.craigslist.org/search/aos
40,MOBILE   AUTO  TECH  NORTHSHORE  MASS.,"Post   AUTOMOTIVE  TECH  WITH  30  PLUS  YEARS  EXPERIENCE.  SPECIALIZE   IN   BRAKES  ON   ALL   VEHICLES   FOREIGN  AND DOMESTIC.  COMPETITIVE  RATES,  SKILLED  TECHNICIAN.     ALSO  PERFORM  GENERAL   REPAIRS  TO  PERFECTION. HAVE  GARAGE  FOR  COLD  OR  INCLEMENT  WEATHER. CALL  ME  LAST  FOR  A  QUOTE  THAT  WILL  MAKE  YOU  HAPPY.  781-632-2087   SEVEN  EIGHT  ONE  SIX  THREE  TWO  TWO  ZERO  EIGHT  SEVEN.",https://boston.craigslist.org/nos/aos/d/revere-mobile-auto-tech-northshore-mass/7893691056.html,,,2025-11-05 20:38,11/5,42.4138,-71.0052,NORTHSHORE   MASS.,automotive,https://boston.craigslist.org/search/aos
41,Mobile Mechanic - Professional and Affordable,"Post   There are so many ads on Craigslist for shady mobile mechanics who come to your house and steal your money.  We are far from that.   We service all cars from BMW, Audi, and Mercedes-Benz to Toyota, Honda, Ford, etc. Foreign and Domestic.  A professional mechanic will meet you wherever it's convenient for you: home, office, etc.   We are backed by over 6 years of friendly service, experience and quality guarantees.  Our low-overhead business model also allows us to cut back our rate to nearly 40% less than equivalent brick-and-mortar shops.  We are operated by a Boston University mechanical engineer, ensuring knowledge and professional work.  Get a quote: 617-651-0856 call/text. Text will get a quicker response.",https://boston.craigslist.org/gbs/aos/d/somerville-mobile-mechanic-professional/7893619721.html,https://images.craigslist.org/00c0c_jX0YpZmhIoX_0w00lm_600x450.jpg,https://images.craigslist.org/00c0c_jX0YpZmhIoX_0w00lm_600x450.jpg,2025-11-05 16:43,11/5,42.3907,-71.0929,boston/cambridge/brookline,automotive,https://boston.craigslist.org/search/aos
42,European Auto specialist mobil mechanic ??,"Post     Hey my name's Aaron I'm the mobile mechanic European auto specialist. What I can provide you is a service that gets your car fixed and fixed correctly at a price that you can afford. I usually charge a $100 an hour or I will quote you. I work for 60-70 people a month. I have references and very happy customers. I also have a lot of experience with all vehicles. What I can do in an hour It's pretty impressive. I insure my work and make sure everything is done correctly.  I pick up your parts and don't mark you up. I create a plan if needed for you and your vehical to be fixed efficiently. As the mechanic I have a lot of responsibility given to me. I do the best I can for anyone in any situation.  Diagnosis all makes and models Vehicles mile maintance(100k,150k, 200k) All Engine work Brakes Collision repair Vehicles inspections(multipoints) Second opinions All part replacement on all makes and models Custom stereo installs Tints All suspension components All cars modified and or can't see a dealer All customers welcome for advice and direction  I do this for the experience and because it gets people back on the road at a affordable price. I dont rip anyone off and I do the work correctly. I admit my mistakes and fix them out of my own pocket. Hire me if you need the best mobile mechanic around.  Pricing Brakes (pads & rotors) all 4 $200-250 front or rears $100 Diagnosing vehicals $100hr (30 minutes $50) Engine rebuilds $600-1500 Clutch & transmission swaps $600-1000 Tints $50 a window Spark plugs $100-200 Oil change $50 Valve covers $200-300 Starters $150-400 Alternators $150-400    I WORK ALL OVER NEW ENGLAND I PRODIVE ALL TOOLS I WORK IN YOUR DRIVER WAY OR WHATEVER SITUATION YOUR CARS IN I CAN TAKE JOBS SAME DAY OFTEN  I MAKE IT HAPPEN  TEXT ME YOUR NAME, LOCATION AND YEAR MAME MODEL OF YOUR VEHICAL WITH SOME DETAILS OF WHAT YOU NEED DONE  THANK FOR THE OPPURTUNITY   (978) 387-4345",https://boston.craigslist.org/gbs/aos/d/everett-european-auto-specialist-mobil/7893599345.html,https://images.craigslist.org/00Y0Y_h7eOj1K981G_09G07g_600x450.jpg,https://images.craigslist.org/00Y0Y_h7eOj1K981G_09G07g_600x450.jpg,2025-11-05 14:37,11/5,42.4112,-71.0514,Boston,automotive,https://boston.craigslist.org/search/aos
43,Tesla Charger Install (All MA) Licensed Electrician,"Post   Christopher M, Handyman Services and; Licensed Electrician   781-535-9005  Servicing all of Massachusetts,  Text or Call for Free estimate!  ""Same Day Service""  Furniture assembly, Home Fix-ups jobs, Large and Small Jobs, Lighting repair, No job is too small, lighting... TV Mounting, Picture Hanging, Porch/Deck painting,  Furniture, Kitchen cabinets and Bathroom Vanity,  Paint Touch-up, Door bolt and knob  replacement,  landscape work, leaf clean-up, lawn mowing, snow clean-up, etc.   Office Set-ups, Desks and Furniture assembly ""Computer communication Installation Cat 5E 6/and Security Systems and camera’s, IT Set-up, Mounting Tv's, Projector Set-up ; Security camera  Surveillance Installation etc.  We Do All Handyman Maintenance Work! One Call can fix it all!  Free Quotes, No job is too small! Text or Call !   7815359005",https://boston.craigslist.org/gbs/aos/d/saugus-tesla-charger-install-all-ma/7893563742.html,https://images.craigslist.org/00r0r_5FKQ5XA4RqQ_0t20CI_600x450.jpg,https://images.craigslist.org/00r0r_5FKQ5XA4RqQ_0t20CI_600x450.jpg,2025-11-05 05:22,11/5,42.4633,-71.0111,boston/cambridge/brookline,automotive,https://boston.craigslist.org/search/aos
44,Dunn Right Diagnostics Auto Repair,"Post   So you had your oil changed and walked out with a $1500 estimate for brakes, fluid flushes, etc etc. They also have to put new calipers in to warranty the brake job (nope not true) It happens.       These same folks have come to me and I've told them to come back in about 15k when the brakes will actually be worn out. Always get a second opinion.      Last shop I worked for was getting $185/hr.....? Thats nonsense.  Dealer I was at was $195/hr. The current local gas/service station that I was at gets $189/hr. My rate is $100. You do the math...      I have 30+ years in the industry. I keep you informed throughout the repair. The price I quote, is the price you pay... NO surprises. If I do find an issue while doing the repairs I contact you FIRST. before spending $$$ that wasn't authorized (yes this happens...a lot).      Please feel free to call me I have even helped out over the phone. I am happy to provide references. Its not often I check email. (Who am I kidding... I never check email) 7 eight 1 - two six 4 - 5 six 0 six.  Please call or text. I can now, also take all major credit cards. Thank you",https://boston.craigslist.org/sob/aos/d/hanover-dunn-right-diagnostics-auto/7893499561.html,,,2025-11-04 23:45,11/4,42.1214,-70.857,Abington/Hanover/Rockland,automotive,https://boston.craigslist.org/search/aos
45,Phantom auto mobile mechanic,Post   Phantom auto  Brakes Suspension CV axle Phantom auto is here for your auto needs. 781-526-9279,https://boston.craigslist.org/nos/aos/d/cambridge-phantom-auto-mobile-mechanic/7893435737.html,,,2025-11-04 20:08,11/4,42.3687,-71.0836,Boston,automotive,https://boston.craigslist.org/search/aos
46,WELDING FRAME & ROT REPAIRES ON CARS & TRUCKS,"Post   REBUILING FRAME AND FLOOR BOARDS ON ROTTED CARS AND TRUCKS IS MY SPECIALTY, USING THE LATEST  MIG WELDERS  OR WHEN  NECESARY STICK WELDING. METAL FABRICATION AND REFINISH WORK IS ALSO ON THE MENU. HAVING YOUR OWN AFTERMARKET ROCKER PANELS OR PRE-FABRICATED PARTS IS A BIG HELP. SAVE TIME AND MONEY BY BRINGING THEM WITH YOU.  CALL NOW TO SET UP AN APPOINTMENT AND WE WILL DISCUSS YOUR REPAIR AND GET A PRICE OVER THE PHONE, IF POSSIBLE. A VISUAL PRICE IS MORE ACCURATE AND YOU WON'T  FIND ANYONE THAT WILL BEAT MY PRICES.  WELDING REPAIR ON EXHAUSTS DONE TOO. CALL ME, STEVE AT TELEPHONE NUMBER 617-319-3587. TWO LIFTS AND A WELL EQUIPED BP GAS STATION GARAGE WILL ALSO HELP WITH THE REPAIRS.",https://boston.craigslist.org/gbs/aos/d/accord-welding-frame-rot-repaires-on/7893400051.html,,,2025-11-04 18:18,11/4,42.174702,-70.885186,HINGHAM,automotive,https://boston.craigslist.org/search/aos
47,AUTO  BODY WORK AT 1/3 OF DEALERSHIP PRICES.,Post   My name is Steve and I have been doing body work for 30 years and my work is equal to or better than any body shop or car dealership.My colors always match and you can never you can never tell where the car was hit when I'm done. My prices are far below any body shops and I do the best I can for anyone that has had a fender bender and I get people back on the road for an affordable price.If I take job in the morning I can have it done that same day or the next afternoon very seldom do my jobs take over three days.I'll make it happen Call me Steve at 617-319-3587 Location of the garage is at 4 Whiting St.Hingham mass.,https://boston.craigslist.org/gbs/aos/d/accord-auto-body-work-at-3-of/7893399083.html,,,2025-11-04 18:15,11/4,42.174702,-70.885186,HINGHAM,automotive,https://boston.craigslist.org/search/aos
48,AUTO TRANSPORT/CAR HUALER/ENCLOSED TRANSPORT/HEAVY EQUIPMENT,"Post   Streaming Logistics, elevate your transportation needs with our comprehensive services! Whether it's your cherished Vehicle or heavy equipment, we've got you covered. Our auto transport services seamlessly extend to Vehicles or heavy machinery, ensuring a safe and efficient journey throughout the U.S. and to all major ports with a wide array of equipment, such as 3-car haulers, 9-car haulers, enclosed trailers, and open trailers. Trust our expert team to handle all logistics, from pick-up to delivery, offering a reliable solution for door to door service, Business, Dealer, Residence or Auction; Copart, IAAI, Manheim, Adesa, Govdeals and more! Choose us for a hassle-free transportation experience that goes beyond the ordinary. Your satisfaction drives our commitment!  ??- In Business since 2018 ??- Transport Available to All 50 States ??- Open 7 Days a Week ??- Local & Long Distance Transport! ??- Fully Insured, Licensed, and Bonded. ?? - 5/5 Google Rated ?? - Se Habla Espa?ol  MC License Number: 1040247  Contact Donny Alvarez for a free QUOTE Today! Call or Text: (813) 841-8908 or www.slautotransport.com  For all quotes, please provide the following information: - Pick up and Drop off zip code - Year Make and Model - If the vehicle or Heavy equipment is operable  Let us put our experience to work for you!!",https://boston.craigslist.org/sob/aos/d/brockton-auto-transport-car-hualer/7893376106.html,https://images.craigslist.org/00e0e_DxmPgrd5JQ_0uY0kE_600x450.jpg,https://images.craigslist.org/00e0e_DxmPgrd5JQ_0uY0kE_600x450.jpg,2025-11-04 16:50,11/4,42.0794,-71.04,Brockton,automotive,https://boston.craigslist.org/search/aos
49,Mobile Auto Mechanic,"Post   Mobile car and truck mechanic servicing the greater Boston area. European, American, and Asian vehicles.   For a quote or to book a service call, please call or text 857-396-9276  Please include the make, model, and year of your car in the message.  Services include: engine work, brake jobs, suspension, ac, diagnostic, and more.  I specialize is diagnosing drivetrain vibrations and restoring original ride quality.  Servicing Boston, Brookline, Newton, Needham, Waltham, Watertown, Belmont, Cambridge, Somerville, Medford, Weston, Wayland, Natick, Wellesley, Dover, Westwood, Dedham, Milton, and more.",https://boston.craigslist.org/gbs/aos/d/newton-mobile-auto-mechanic/7893356784.html,https://images.craigslist.org/00Z0Z_26aOxy2wx4p_04U02G_600x450.jpg,https://images.craigslist.org/00Z0Z_26aOxy2wx4p_04U02G_600x450.jpg,2025-11-04 15:02,11/4,42.3341,-71.1833,boston/cambridge/brookline,automotive,https://boston.craigslist.org/search/aos
50,Automotive repairs,"Post   Automotive repairs including brakes, belts, lights, oil changes, exhaust, etc. At home shop with no overhead prices. $75 an hour.",https://boston.craigslist.org/nwb/aos/d/dracut-automotive-repairs/7893353075.html,,,2025-11-04 14:31,11/4,42.7014,-71.2538,Dracut,automotive,https://boston.craigslist.org/search/aos
51,Car detailing,"Post   Let's restore your car's former cleanliness and shine. We'll make your car clean and beautiful again. We're a team of professionals in this field. We offer all types of car detailing services. We're located in Dedham, MA. You'll be sure to be satisfied with the quality of our work. We offer competitive prices and a personalized approach to each client. For a consultation or to schedule an appointment, call 5-0-8-5-4-5-26-90.",https://boston.craigslist.org/gbs/aos/d/dedham-car-detailing/7893278199.html,https://images.craigslist.org/00E0E_hMbUogllqnj_0CI0oo_600x450.jpg,https://images.craigslist.org/00E0E_hMbUogllqnj_0CI0oo_600x450.jpg,2025-11-04 01:20,11/4,42.2459,-71.1733,Dedham,automotive,https://boston.craigslist.org/search/aos
52,European Auto specialist mobil mechanic ??,"Post   Hey my name's Aaron I'm the mobile mechanic European auto specialist. What I can provide you is a service that gets your car fixed and fixed correctly at a price that you can afford. I usually charge a $100 an hour or I will quote you. I work for 60-70 people a month. I have references and very happy customers. I also have a lot of experience with all vehicles. What I can do in an hour It's pretty impressive. I insure my work and make sure everything is done correctly.  I pick up your parts and don't mark you up. I create a plan if needed for you and your vehical to be fixed efficiently. As the mechanic I have a lot of responsibility given to me. I do the best I can for anyone in any situation.  Diagnosis all makes and models Vehicles mile maintance(100k,150k, 200k) All Engine work Brakes Collision repair Vehicles inspections(multipoints) Second opinions All part replacement on all makes and models Custom stereo installs Tints All suspension components All cars modified and or can't see a dealer All customers welcome for advice and direction  I do this for the experience and because it gets people back on the road at a affordable price. I dont rip anyone off and I do the work correctly. I admit my mistakes and fix them out of my own pocket. Hire me if you need the best mobile mechanic around.  Pricing Brakes (pads & rotors) all 4 $200-250 front or rears $100 Diagnosing vehicals $100hr (30 minutes $50) Engine rebuilds $600-1500 Clutch & transmission swaps $600-1000 Tints $50 a window Spark plugs $100-200 Oil change $50 Valve covers $200-300 Starters $150-400 Alternators $150-400    I WORK ALL OVER NEW ENGLAND I PRODIVE ALL TOOLS I WORK IN YOUR DRIVER WAY OR WHATEVER SITUATION YOUR CARS IN I CAN TAKE JOBS SAME DAY OFTEN  I MAKE IT HAPPEN  TEXT ME YOUR NAME, LOCATION AND YEAR MAME MODEL OF YOUR VEHICAL WITH SOME DETAILS OF WHAT YOU NEED DONE  THANK FOR THE OPPURTUNITY   (978) 387-4345",https://boston.craigslist.org/nwb/aos/d/andover-european-auto-specialist-mobil/7893227146.html,https://images.craigslist.org/00O0O_4KiT26AueN_05r07g_600x450.jpg,https://images.craigslist.org/00O0O_4KiT26AueN_05r07g_600x450.jpg,2025-11-03 22:11,11/3,42.6496,-71.1565,Merrimack Northeast Mass,automotive,https://boston.craigslist.org/search/aos
53,European Auto specialist mobil mechanic ??,"Post   Hey my name's Aaron I'm the mobile mechanic European auto specialist. What I can provide you is a service that gets your car fixed and fixed correctly at a price that you can afford. I usually charge a $100 an hour or I will quote you. I work for 60-70 people a month. I have references and very happy customers. I also have a lot of experience with all vehicles. What I can do in an hour It's pretty impressive. I insure my work and make sure everything is done correctly.  I pick up your parts and don't mark you up. I create a plan if needed for you and your vehical to be fixed efficiently. As the mechanic I have a lot of responsibility given to me. I do the best I can for anyone in any situation.  Diagnosis all makes and models Vehicles mile maintance(100k,150k, 200k) All Engine work Brakes Collision repair Vehicles inspections(multipoints) Second opinions All part replacement on all makes and models Custom stereo installs Tints All suspension components All cars modified and or can't see a dealer All customers welcome for advice and direction  I do this for the experience and because it gets people back on the road at a affordable price. I dont rip anyone off and I do the work correctly. I admit my mistakes and fix them out of my own pocket. Hire me if you need the best mobile mechanic around.  Pricing Brakes (pads & rotors) all 4 $200-250 front or rears $100 Diagnosing vehicals $100hr (30 minutes $50) Engine rebuilds $600-1500 Clutch & transmission swaps $600-1000 Tints $50 a window Spark plugs $100-200 Oil change $50 Valve covers $200-300 Starters $150-400 Alternators $150-400    I WORK ALL OVER NEW ENGLAND I PRODIVE ALL TOOLS I WORK IN YOUR DRIVER WAY OR WHATEVER SITUATION YOUR CARS IN I CAN TAKE JOBS SAME DAY OFTEN  I MAKE IT HAPPEN  TEXT ME YOUR NAME, LOCATION AND YEAR MAME MODEL OF YOUR VEHICAL WITH SOME DETAILS OF WHAT YOU NEED DONE  THANK FOR THE OPPURTUNITY   (978) 387-4345",https://boston.craigslist.org/sob/aos/d/brockton-european-auto-specialist-mobil/7893227034.html,https://images.craigslist.org/00O0O_4KiT26AueN_05r07g_600x450.jpg,https://images.craigslist.org/00O0O_4KiT26AueN_05r07g_600x450.jpg,2025-11-03 22:10,11/3,42.0847,-71.0002,South shore,automotive,https://boston.craigslist.org/search/aos
54,MOBILE MECHANIC! Auto repair!,"Post   Hello , mobile mechanic and auto repair here! I come to you!  Best prices around! The economy is hard and rates are high! Don't throw your money away at the dealership, I will work with your needs!  I will pick up the parts and come to you, I get a huge discount on auto parts  All makes and models  I can take care of all your mechanical needs!  cars, trucks, suv, boats, jet skis, motorcycles trucks, oil changes, brakes, timing belts, etc.  You name it no job too small no job too big. I can come to you or I also have a garage with a lift  I also have 10 years experience in marine/boat mechanic  Don't hesitate to call and ask for a qoute!  603 275 2952  Thankyou",https://boston.craigslist.org/nwb/aos/d/lowell-mobile-mechanic-auto-repair/7893141377.html,https://images.craigslist.org/00101_kdkh6cxwlbs_0dp0t2_600x450.jpg,https://images.craigslist.org/00101_kdkh6cxwlbs_0dp0t2_600x450.jpg,2025-11-03 17:51,11/3,42.612432,-71.334229,Manchester,automotive,https://boston.craigslist.org/search/aos
55,Auto Truck Transport/No Broker NO Broker Fee Save Money 425-315-5929,"Post   Nationwide-Auto Transport Shipping - Door-to-Door Service !!NO BROKER!!NO CREDIT CARD DEPOSITS AND NO UPFRONT FEE.PAY 100% WHEN YOU RECEIVE YOUR VEHICLE. Fully Insured, Licensed ,Bonded SINCE 1989. Please review our Ratings and Reviews at the links provided below:  Mario/Owner 425-315-5929 30 years experience https://zbesttransport.com/  Over 1000 positive ratings https://www.movecars.com/ZBestTransportation  All 5 Star Customer reviews https://www.transportreviews.com/Company/Z-Best-Auto-Transport-     Z-Best-Auto Transport is a Family owned transport company that offers auto transport services on open and enclosed car carriers for all types of vehicles including collectible or high value vehicles. We provide the most economical service to private individuals,dealers and offer a military discount.. We are fully insured,licensed and bonded. Whether you are purchasing vehicles online or relocating to another location, we will provide you with fast,efficient and economical service. We have been serving all the areas in the United States since 1989. If you are in need of any type of transport service, you can trust us as we provide guaranteed pick-up service within 48 hours of your request. You can request a quote online by entering your vehicle information along with the information of origin and destination and contact information. The rest of the job is ours! For more information or any type of advice on your transport needs Please call Mario/Owner of Z-Best at 425-315-5929 or submit a free no hassle quote request to (http://z-best-transport.com/) At Z-Best Auto Transport, we offer a full range of vehicle transportation services including the following:  Car ,Truck Hauling , Shipping to All 50 States Auction and Dealership Vehicle Pick-Ups and Drop Offs Pick Up and Delivery of Personal Cars to Home Addresses Transportation of Restoration Cars and Non-Running Vehicles Enclosed Trailer Car Hauling for Vintage and Show Cars Quick Quotes for All Types of Car Transport Services Personalized Customer Care and Attention Auto Shipping to Canada, Europe, Mexico,Asia,Australia and Central America Exotic Car Shipping to All Countries Overseas Car Export from All Coastal Shipping Ports  Z-Best Auto Transport ships trucks and cars to and from the all 50 states in the USA:  Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin and Wyoming!    Hablamos Espa?ol,Estimados Gratis para el transporte de su vehiculo. Servicio entre todo USA,Canada,Mexico. Mario 425-315-5929 Transporte Barato/Ahorre Dinero con Nuestro servicio https://zbesttransport.com/  LLame a Mario 425-315-5929 : Puerta a Puerta : Puerto a Puerto : Ofrecemos trailer Abiertos Y Cerrados : Todo tipo de Veh?culos: RVs, Motocicletas, Carros, Camiones, Camionetas, Autos Cl?sicos, ATVs, Botes, Lanchas y mucho mas.  International transportation of vehicles,auto transport services,national auto transportation,cheap auto transport services,Affordable Auto Transport,Discount Auto Transport,Bonded transporter carrier,Car Shipping,Affordable Auto Transport,No Broker,Pay on delivery,No credit card deposit,Traslado de Autos | Transporte de Veh?culos y Carros,Transporte de Coches,Envia su Vehiculo,estimado gratis,cotizacion de transporte de auto,carro,Moto.USA,Canada,Mexico,Australia,Vietnam,Asia,",https://boston.craigslist.org/gbs/aos/d/boston-auto-truck-transport-no-broker/7893121437.html,https://images.craigslist.org/00s0s_kCWOlB3V6cT_09G04D_600x450.jpg,https://images.craigslist.org/00s0s_kCWOlB3V6cT_09G04D_600x450.jpg,2025-11-03 16:32,11/3,42.36,-71.0545,Mass All USA/Estimado gratis carro auto moto quattro moto,automotive,https://boston.craigslist.org/search/aos
